RESPID,StartDate,StartTime,EndDate,EndTime,VER,VER2,VER3,VER4,QAREA,S1,S2,D100,D101,Q1,P1X,P1Y,A2,Q3,Q4,Q5,Q6,Q7,A8,B8,Q9,A10,B10,V1,B11,Q12,A13,B13,V2,E14,Q15,Q16,Q17,Q18,V3,Q19,V4,Q20,G21,H21,G22,H22,Q23,Q24,Q25,Q26,V5,Q27,D102,D300,D301,D105,D130,Q28,D106,D112,VF_DATA
110642,7/10/2018,6:35 PM,7/10/2018,6:54 PM,2,2,1,2,4,1,1,1,1999,2,2,,,4,7,4,7,4,,7,3,,3,2,1,1,,1,1,1,1,1,1,2,1,2,1,1,,1,,1,1,1,2,1,1,12,2,2,2,3,2,2,2,1,AGE=19;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=72;PSCORE=45;G2016=;DENSITY=2;COUNTY=WHITMAN;AGENTNUM=4544
110648,7/10/2018,6:42 PM,7/10/2018,6:57 PM,2,2,1,2,1,1,2,1,1956,1,1,,,4,1,4,2,4,,3,4,,4,1,1,1,,1,1,1,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,12,7,2,2,2,4,,4,2,AGE=62;SEX=M;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=93;PSCORE=67;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4611
110651,7/10/2018,7:18 PM,7/10/2018,7:30 PM,2,1,2,1,2,1,1,2,1986,2,5,1,,3,2,4,6,3,,4,4,,4,1,1,1,,1,1,,3,3,3,3,1,3,1,1,3,,3,,3,3,3,3,1,12,6,3,,1,4,,2,1,AGE=32;SEX=F;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=50;PSCORE=68;G2016=;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4562
110653,7/10/2018,7:19 PM,7/10/2018,7:34 PM,1,1,1,1,2,1,1,2,1974,2,5,1,1,4,1,4,5,4,2,,3,2,,1,,1,1,,1,1,1,1,1,1,1,2,1,1,1,,1,,1,1,1,1,1,4,6,2,2,2,4,,1,2,AGE=44;SEX=F;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=94;PSCORE=23;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4494
110657,7/10/2018,7:21 PM,7/10/2018,7:48 PM,2,1,1,2,1,1,3,2,1954,3,4,,,4,5,2,6,2,,4,1,,3,1,2,1,,2,2,3,1,1,3,1,1,1,5,2,,3,,3,3,3,3,3,5,12,6,2,2,3,4,,4,2,AGE=64;SEX=F;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=48;PSCORE=19;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4000
110659,7/10/2018,7:24 PM,7/10/2018,7:43 PM,2,1,2,1,2,1,1,1,1959,1,1,,,4,1,4,5,4,,2,4,,4,1,1,1,,1,1,,1,3,1,2,1,3,1,1,1,,1,,1,1,1,1,1,3,5,2,2,1,2,1;5,3,2,AGE=59;SEX=M;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=95;PSCORE=80;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4247
110662,7/10/2018,7:44 PM,7/10/2018,8:02 PM,1,2,2,1,2,1,1,2,1960,2,1,,5,4,3,4,2,4,1,,4,5,,3,,1,1,,5,,2,1,2,1,1,2,1,1,1,,1,,1,1,1,1,5,13,2,2,2,2,1,1;2;3;4,3,2,AGE=60;SEX=F;CF=0;REGNUM=2;BEST_PHONE=append;TSCORE=76;PSCORE=85;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4683
110665,7/10/2018,7:34 PM,7/10/2018,7:49 PM,2,1,1,2,4,1,2,2,1953,3,4,,,2,5,2,2,2,,4,2,,2,3,3,3,,2,3,3,3,3,3,3,3,4,3,2,,3,,3,3,3,3,3,3,12,7,2,2,5,2,2;3,1,2,AGE=55;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=86;PSCORE=18;G2016=M;DENSITY=1;COUNTY=WHITMAN;AGENTNUM=4562
110667,7/10/2018,7:39 PM,7/10/2018,7:53 PM,2,2,2,1,4,1,1,2,1957,1,3,,,1,4,1,4,1,,4,1,,3,3,2,2,,2,3,,2,3,3,3,3,1,3,2,3,,3,,2,2,2,2,3,13,4,2,2,4,1,1,5,2,AGE=61;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=91;PSCORE=59;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4494
110668,7/10/2018,7:41 PM,7/10/2018,7:53 PM,1,1,2,2,2,1,1,2,1960,1,5,1,1,4,2,4,2,4,1,,4,2,,1,,1,1,,1,,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,13,8,99,,2,5,,6,3,AGE=58;SEX=F;CF=0;REGNUM=2;BEST_PHONE=good_wireless;TSCORE=91;PSCORE=97;G2016=M;DENSITY=3;COUNTY=SPOKANE;AGENTNUM=4682
110671,7/10/2018,7:42 PM,7/10/2018,7:55 PM,2,2,1,1,1,1,1,2,1967,1,5,1,,4,2,4,6,4,,2,4,,3,1,1,1,,1,1,1,1,1,1,1,1,2,1,1,1,,1,,1,1,1,1,1,7,5,2,2,2,2,2;3,1,1,AGE=51;SEX=F;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=84;PSCORE=42;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=5002
110673,7/10/2018,7:43 PM,7/10/2018,7:58 PM,2,2,2,2,3,1,1,1,1966,1,5,3,,1,4,1,5,2,,4,5,,5,3,2,2,,2,3,,3,3,3,3,3,1,3,2,,3,,3,3,1,3,3,3,12,6,2,1,3,3,1;2,1,2,AGE=52;SEX=M;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=89;PSCORE=3;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4614
110675,7/10/2018,7:47 PM,7/10/2018,8:01 PM,2,2,2,1,2,1,1,2,1996,1,2,,,4,1,4,5,4,,2,4,,4,1,1,1,,1,1,,1,1,1,2,1,3,1,1,1,,1,,1,1,1,1,1,11,6,2,2,1,4,,3,2,AGE=22;SEX=F;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=83;PSCORE=62;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4466
110677,7/10/2018,7:49 PM,7/10/2018,8:05 PM,2,1,2,1,3,1,3,1,1998,2,3,,,1,5,2,6,2,,4,2,,1,3,2,2,,2,3,,3,3,3,3,3,1,3,2,3,,3,,3,3,2,3,3,12,5,2,2,5,3,3,3,2,AGE=20;SEX=M;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=23;PSCORE=35;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4684
110678,7/10/2018,7:52 PM,7/10/2018,8:11 PM,1,2,2,1,4,1,1,2,1954,2,5,3,2,3,5,4,5,3,2,,2,2,,1,,1,1,,1,,1,1,1,1,1,3,1,1,1,,1,,1,1,1,2,1,12,6,2,2,3,2,4,1,2,AGE=64;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=96;PSCORE=4;G2016=M;DENSITY=2;COUNTY=WHITMAN;AGENTNUM=4247
110679,7/10/2018,7:58 PM,7/10/2018,8:12 PM,2,1,1,2,4,1,1,2,1959,1,1,,,4,1,4,1,4,,2,4,,4,1,1,1,,1,1,1,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,12,2,2,2,3,4,,1,2,AGE=59;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=69;PSCORE=69;G2016=M;DENSITY=1;COUNTY=WHITMAN;AGENTNUM=4682
110681,7/10/2018,7:59 PM,7/10/2018,8:11 PM,1,2,1,1,4,1,1,1,1941,2,5,2,3,1,4,1,3,2,4,,2,4,,3,,2,3,,3,3,3,3,3,3,3,1,3,2,3,,3,,3,3,3,3,3,12,6,2,2,5,1,4,1,2,AGE=44;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=81;PSCORE=73;G2016=M;DENSITY=2;COUNTY=WALLA WALLA;AGENTNUM=4611
110693,7/10/2018,8:14 PM,7/10/2018,8:31 PM,2,2,2,1,4,1,1,1,1972,1,3,,,2,4,1,3,1,,4,2,,2,3,2,2,,2,3,,3,3,3,3,3,1,3,2,3,,3,,3,3,3,3,3,13,5,2,2,5,1,1;2;3;4;5,1,1,AGE=46;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=93;PSCORE=59;G2016=M;DENSITY=1;COUNTY=WHITMAN;AGENTNUM=4466
110697,7/10/2018,8:18 PM,7/10/2018,8:34 PM,2,1,2,2,4,1,1,1,1971,1,5,1,,4,2,4,6,4,,2,4,,4,1,1,1,,2,1,,1,1,1,1,1,3,1,1,,1,,2,1,1,2,1,1,12,7,2,2,2,4,,1,1,AGE=47;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=74;PSCORE=50;G2016=M;DENSITY=2;COUNTY=ASOTIN;AGENTNUM=4544
110702,7/10/2018,8:26 PM,7/10/2018,9:17 PM,2,2,2,2,2,1,1,1,1958,1,4,,,4,1,4,1,4,,1,3,,4,1,1,1,,2,1,,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,12,6,2,2,3,1,4,3,2,AGE=60;SEX=M;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=96;PSCORE=58;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4682
110703,7/10/2018,8:26 PM,7/10/2018,8:39 PM,1,2,1,1,3,1,1,1,1945,1,1,,1,4,1,3,2,4,1,,4,4,,1,,1,1,,1,3,3,3,3,3,1,3,1,1,3,,3,,3,3,3,3,1,6,8,2,2,3,5,,1,2,AGE=63;SEX=F;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=94;PSCORE=97;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=4611
110704,7/10/2018,8:28 PM,7/10/2018,8:44 PM,2,2,2,1,4,1,2,1,1959,2,4,,,2,6,2,4,1,,4,3,,4,4,2,2,,2,4,,3,3,3,3,3,1,3,2,3,,3,,3,3,3,3,3,12,7,2,2,5,1,1;2,1,1,AGE=59;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=84;PSCORE=28;G2016=;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4257
110705,7/10/2018,8:32 PM,7/10/2018,8:43 PM,1,1,2,2,1,1,1,2,1985,1,1,,1,4,1,4,1,4,1,,4,2,,1,,1,1,,1,,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,12,6,2,2,2,4,,3,2,AGE=33;SEX=F;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=77;PSCORE=95;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4684
110706,7/10/2018,8:34 PM,7/10/2018,8:53 PM,1,1,1,2,4,1,1,2,1960,2,5,1,5,3,5,4,2,1,2,,3,2,,3,,1,1,,1,1,1,1,1,1,1,1,1,2,,1,,1,1,1,1,1,1,12,5,2,2,2,3,1;2;3;4,1,1,AGE=58;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=59;PSCORE=75;G2016=M;DENSITY=2;COUNTY=ASOTIN;AGENTNUM=4247
110709,7/10/2018,8:38 PM,7/10/2018,8:55 PM,2,1,2,2,4,1,1,1,1991,3,5,3,,2,7,4,7,7,,5,6,,5,5,1,2,,1,1,,1,1,2,1,1,1,5,2,,2,,2,1,1,1,2,5,12,2,2,2,4,3,1;2;3;4,1,2,AGE=27;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=48;PSCORE=44;G2016=M;DENSITY=1;COUNTY=FERRY;AGENTNUM=4614
110715,7/10/2018,8:44 PM,7/10/2018,9:02 PM,1,1,2,2,4,1,1,1,1999,1,3,,3,1,6,1,2,1,4,,2,4,,3,,2,4,,3,,3,3,3,4,3,1,3,2,,3,,3,3,3,3,3,3,13,1,1,1,3,4,,3,2,AGE=19;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=69;PSCORE=20;G2016=;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4466
110718,7/10/2018,8:46 PM,7/10/2018,9:04 PM,1,2,1,2,4,1,1,2,1968,2,1,,1,5,5,4,1,4,1,,5,1,,2,,1,1,,1,1,1,1,1,1,1,2,1,3,,1,,1,1,1,1,1,1,5,5,2,2,2,4,,1,1,AGE=50;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=79;PSCORE=62;G2016=M;DENSITY=1;COUNTY=WHITMAN;AGENTNUM=4494
110719,7/10/2018,8:48 PM,7/10/2018,9:06 PM,2,2,1,2,4,1,1,2,1975,3,5,3,,5,5,4,6,2,,5,2,,3,5,1,1,,2,5,2,1,1,1,1,2,1,5,3,,2,,2,2,1,4,1,2,5,6,2,2,3,4,,3,2,AGE=43;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=32;PSCORE=51;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=3146
110722,7/10/2018,8:51 PM,7/10/2018,9:04 PM,1,1,2,2,4,1,1,2,1954,1,1,,1,4,1,4,1,4,1,,4,1,,1,,1,1,,1,,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,12,7,2,2,2,2,3,1,2,AGE=64;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=95;PSCORE=96;G2016=M;DENSITY=2;COUNTY=WALLA WALLA;AGENTNUM=5002
110723,7/10/2018,8:54 PM,7/10/2018,9:12 PM,2,1,2,1,4,1,2,2,1964,3,6,2,,2,6,4,7,1,,4,6,,2,5,3,3,,2,4,,1,4,2,2,4,1,3,2,3,,3,,3,3,2,2,3,13,3,2,2,4,5,,1,1,AGE=54;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=90;PSCORE=40;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4544
110730,7/10/2018,8:58 PM,7/10/2018,9:13 PM,2,1,1,2,1,1,1,2,1978,3,5,3,,3,1,3,5,1,,1,3,,3,1,3,2,,2,1,1,1,1,1,1,3,1,1,2,,1,,1,1,1,1,1,1,5,2,2,2,3,3,1;3,1,1,AGE=40;SEX=F;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=45;PSCORE=53;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4683
110735,7/10/2018,9:01 PM,7/10/2018,9:20 PM,2,2,1,2,4,1,1,2,1955,4,3,,,2,4,1,2,1,,4,1,,3,3,2,2,,2,3,3,3,3,3,3,3,1,3,2,,3,,1,3,3,3,3,3,12,5,2,2,4,1,1;2;4,1,2,AGE=63;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=96;PSCORE=2;G2016=M;DENSITY=2;COUNTY=WALLA WALLA;AGENTNUM=4247
110736,7/10/2018,9:02 PM,7/10/2018,9:15 PM,1,1,2,1,2,1,1,1,1980,4,2,,2,6,3,4,5,4,2,,4,3,,2,,1,4,,2,,1,1,1,2,1,2,1,3,1,,1,,1,1,1,1,1,1,3,2,2,3,1,5,1,1,AGE=38;SEX=M;CF=1;REGNUM=2;BEST_PHONE=append;TSCORE=36;PSCORE=63;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4292
110737,7/10/2018,9:03 PM,7/10/2018,9:15 PM,1,1,1,1,4,1,1,2,1998,3,6,4,5,7,7,3,7,7,7,,7,7,,5,,1,1,,1,3,2,4,2,4,5,2,5,1,2,,1,,2,3,3,4,5,4,2,3,,6,4,,3,2,AGE=20;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=36;PSCORE=65;G2016=;DENSITY=1;COUNTY=WALLA WALLA;AGENTNUM=4523
110739,7/10/2018,9:04 PM,7/10/2018,9:18 PM,1,1,1,1,2,1,1,1,1967,3,4,,5,2,7,5,5,2,4,,1,3,,5,,2,1,,5,2,3,2,3,3,5,3,5,3,3,,2,,2,2,2,3,5,12,7,2,2,3,4,,1,2,AGE=52;SEX=M;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=90;PSCORE=3;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=4611
110743,7/10/2018,9:09 PM,7/10/2018,9:26 PM,2,2,1,1,1,1,2,2,1977,3,3,,,3,5,2,6,2,,2,6,,2,1,2,1,,2,1,3,3,3,3,3,1,3,1,2,3,,3,,3,3,3,3,1,13,4,2,2,4,2,1,1,1,AGE=41;SEX=F;CF=1;REGNUM=1;BEST_PHONE=append;TSCORE=66;PSCORE=5;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4418
110748,7/10/2018,9:10 PM,7/10/2018,9:26 PM,1,1,2,1,4,1,1,1,1979,3,5,2,1,1,3,4,6,4,2,,3,3,,3,,2,3,,2,,3,3,3,3,1,1,1,2,3,,3,,3,3,3,3,1,12,6,2,2,4,3,3;4,1,1,AGE=39;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=55;PSCORE=11;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4257
110749,7/10/2018,9:10 PM,7/10/2018,9:23 PM,2,1,2,2,3,1,1,1,1991,1,3,,,1,3,1,5,1,,4,2,,2,3,2,2,,2,3,,3,3,3,3,3,3,3,2,,3,,3,3,3,3,3,3,13,4,2,2,5,3,1;2;3;4,1,2,AGE=27;SEX=M;CF=1;REGNUM=3;BEST_PHONE=good_wireless;TSCORE=51;PSCORE=7;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4442
110756,7/10/2018,9:17 PM,7/10/2018,10:09 PM,1,2,1,2,1,1,1,1,1970,2,1,,2,4,2,4,2,4,1,,4,1,,1,,1,1,,1,1,1,1,2,3,1,3,1,1,,2,,2,1,1,1,1,1,11,6,2,2,1,4,,1,1,AGE=45;SEX=M;CF=1;REGNUM=1;BEST_PHONE=append;TSCORE=84;PSCORE=2;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4381
110758,7/10/2018,9:18 PM,7/10/2018,9:39 PM,1,2,1,2,3,1,1,1,1980,2,5,1,5,2,2,4,2,3,2,,3,2,,1,,1,3,,1,2,2,1,1,3,1,3,1,1,,2,,2,3,2,3,3,1,12,6,2,2,3,1,2;3,4,2,AGE=38;SEX=M;CF=1;REGNUM=3;BEST_PHONE=append;TSCORE=42;PSCORE=24;G2016=M;DENSITY=1;COUNTY=SPOKANE;AGENTNUM=4200
110759,7/10/2018,9:18 PM,7/10/2018,9:30 PM,1,2,1,2,1,1,1,2,1978,1,1,,2,4,1,4,1,4,1,,4,1,,1,,1,1,,1,1,1,1,1,2,1,3,1,1,,4,,1,1,1,1,1,1,10,2,2,2,1,1,2,1,1,AGE=40;SEX=F;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=84;PSCORE=94;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4523
110764,7/10/2018,9:19 PM,7/10/2018,9:35 PM,1,1,2,1,1,1,1,1,1983,2,2,,2,4,2,4,6,3,1,,3,2,,1,,1,2,,1,,1,1,1,2,1,3,1,1,1,,2,,2,2,1,2,1,13,4,2,2,2,3,2,1,1,AGE=35;SEX=M;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=78;PSCORE=27;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4544
110767,7/10/2018,9:21 PM,7/10/2018,9:40 PM,1,2,2,1,1,1,1,2,1972,2,1,,1,4,1,4,5,4,1,,4,1,,1,,1,1,,1,,1,1,1,1,1,3,1,1,1,,1,,1,1,1,1,1,1,7,2,2,1,4,,2,1,AGE=46;SEX=F;CF=1;REGNUM=1;BEST_PHONE=append;TSCORE=17;PSCORE=80;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=2789
110768,7/10/2018,9:21 PM,7/10/2018,9:35 PM,1,2,2,2,4,1,1,1,1966,2,1,,1,4,2,4,1,3,1,,4,2,,1,,1,3,,1,,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,2,5,2,2,3,2,1,1,2,AGE=52;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=94;PSCORE=98;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4683
110769,7/10/2018,9:22 PM,7/10/2018,9:37 PM,1,1,2,2,1,1,1,1,1983,3,2,,1,3,2,3,6,3,1,,4,2,,1,,1,1,,1,,2,1,1,2,1,2,1,1,,1,,1,2,1,1,2,1,3,7,2,2,2,1,1;2,3,2,AGE=35;SEX=M;CF=1;REGNUM=1;BEST_PHONE=append;TSCORE=53;PSCORE=97;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4463
110770,7/10/2018,9:23 PM,7/10/2018,9:37 PM,1,1,1,1,4,1,1,2,1970,3,5,1,1,4,5,4,5,4,1,,2,2,,1,,1,3,,1,1,1,1,1,1,1,2,1,1,1,,1,,1,1,1,1,1,8,7,2,2,1,2,2;3;4,1,2,AGE=48;SEX=F;CF=1;REGNUM=4;BEST_PHONE=append;TSCORE=76;PSCORE=97;G2016=M;DENSITY=2;COUNTY=WALLA WALLA;AGENTNUM=3101
110771,7/10/2018,9:24 PM,7/10/2018,9:42 PM,1,2,1,1,4,1,1,2,1977,1,5,1,1,4,1,4,6,4,1,,4,2,,1,,1,1,,1,1,1,1,1,1,1,3,1,1,1,,1,,1,1,1,1,1,12,4,2,2,1,4,,1,1,AGE=41;SEX=F;CF=1;REGNUM=4;BEST_PHONE=good_wireless;TSCORE=79;PSCORE=66;G2016=M;DENSITY=3;COUNTY=WALLA WALLA;AGENTNUM=3731
110772,7/10/2018,9:25 PM,7/10/2018,9:43 PM,1,1,1,2,3,1,1,2,1966,3,3,,3,5,5,1,5,1,1,,1,4,,3,,2,3,,3,2,1,2,1,1,3,1,3,2,,3,,3,4,2,1,3,3,4,7,2,2,3,3,2;3;4,1,2,AGE=52;SEX=F;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=90;PSCORE=18;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4614
110773,7/10/2018,9:27 PM,7/10/2018,9:39 PM,2,1,2,1,3,1,1,1,1974,1,5,3,,1,4,1,4,1,,4,1,,4,3,2,2,,2,3,,2,3,3,3,3,1,3,2,2,,3,,3,3,3,3,3,13,4,2,2,3,5,,4,2,AGE=44;SEX=M;CF=1;REGNUM=3;BEST_PHONE=good_wireless;TSCORE=73;PSCORE=5;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4309
110774,7/10/2018,9:27 PM,7/10/2018,9:44 PM,1,1,1,2,1,1,1,2,1977,1,5,3,1,4,1,4,2,4,1,,4,3,,1,,1,1,,1,1,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,12,7,2,2,1,4,,1,1,AGE=41;SEX=F;CF=1;REGNUM=1;BEST_PHONE=append;TSCORE=66;PSCORE=82;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4348
110775,7/10/2018,9:27 PM,7/10/2018,9:40 PM,1,1,1,1,4,1,1,1,1961,3,3,,3,2,3,1,6,1,2,,3,4,,3,,3,3,,3,3,3,3,3,3,3,1,3,2,3,,3,,3,3,3,3,3,12,2,2,2,5,3,1;2;3;4,1,2,AGE=57;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=96;PSCORE=20;G2016=M;DENSITY=1;COUNTY=FERRY;AGENTNUM=5002
110776,7/10/2018,9:28 PM,7/10/2018,9:46 PM,1,1,1,1,4,1,1,1,1965,1,3,,3,1,5,2,5,1,2,,1,4,,3,,2,4,,3,1,3,3,3,2,3,1,3,2,2,,3,,2,2,1,2,3,8,5,2,2,4,3,1;2;4,3,2,AGE=53;SEX=M;CF=1;REGNUM=4;BEST_PHONE=append;TSCORE=89;PSCORE=8;G2016=M;DENSITY=3;COUNTY=WALLA WALLA;AGENTNUM=4134
110777,7/10/2018,9:29 PM,7/10/2018,9:45 PM,1,1,2,1,4,1,1,2,1959,4,5,2,3,2,6,1,3,1,4,,2,3,,3,,2,3,,3,,3,3,3,3,3,1,3,2,2,,2,,2,2,2,2,3,13,2,2,2,5,1,1;2;3;4,1,2,AGE=59;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=89;PSCORE=4;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4000
110787,7/10/2018,9:37 PM,7/10/2018,9:48 PM,1,1,2,1,3,1,1,1,1965,1,3,,3,1,4,3,3,1,4,,1,4,,3,,2,3,,3,,3,3,3,3,3,1,3,2,3,,3,,3,3,3,3,3,13,6,2,2,5,5,,1,1,AGE=53;SEX=M;CF=0;REGNUM=3;BEST_PHONE=append;TSCORE=81;PSCORE=46;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4523
110794,7/10/2018,9:43 PM,7/10/2018,10:04 PM,1,2,1,2,4,1,2,2,1985,2,5,2,5,2,2,1,6,1,4,,5,3,,4,,3,3,,4,3,2,3,3,3,4,1,4,2,,3,,3,3,3,3,3,4,13,5,2,2,4,1,3,1,1,AGE=33;SEX=F;CF=1;REGNUM=4;BEST_PHONE=bad_wireless;TSCORE=29;PSCORE=29;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4609
110797,7/10/2018,9:43 PM,7/10/2018,9:55 PM,2,2,2,1,4,1,1,2,1954,1,1,,,4,1,4,1,4,,2,4,,4,1,1,1,,2,1,,3,1,3,3,1,3,1,1,3,,3,,3,3,3,3,1,12,6,2,2,3,4,,6,2,AGE=64;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=94;PSCORE=98;G2016=M;DENSITY=3;COUNTY=WHITMAN;AGENTNUM=5002
110800,7/10/2018,9:45 PM,7/10/2018,9:56 PM,1,1,2,2,4,1,1,1,1985,1,3,,3,6,6,1,6,1,1,,6,5,,1,,3,3,,1,,2,2,3,2,1,1,1,2,,3,,2,3,2,2,3,3,13,3,2,2,6,1,1;2;3;4,1,1,AGE=33;SEX=M;CF=1;REGNUM=4;BEST_PHONE=append;TSCORE=67;PSCORE=38;G2016=;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4292
110801,7/10/2018,9:45 PM,7/10/2018,10:01 PM,2,1,2,1,1,1,1,1,1984,2,2,,,4,1,4,1,4,,2,4,,4,1,1,1,,1,1,,1,1,1,1,1,3,1,1,1,,1,,1,1,1,1,1,2,6,2,2,1,4,,1,1,AGE=34;SEX=M;CF=1;REGNUM=1;BEST_PHONE=append;TSCORE=76;PSCORE=30;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=3731
110802,7/10/2018,9:46 PM,7/10/2018,9:53 PM,1,1,1,2,1,1,1,2,1966,1,1,,1,4,1,4,6,2,1,,4,1,,1,,1,1,,1,1,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,12,2,2,2,1,4,,3,1,AGE=52;SEX=F;CF=1;REGNUM=1;BEST_PHONE=append;TSCORE=86;PSCORE=97;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4535
110803,7/10/2018,9:46 PM,7/10/2018,9:59 PM,2,1,2,2,3,1,1,1,1955,1,1,,,4,1,4,1,4,,2,4,,4,1,1,1,,1,1,,1,1,1,2,1,3,2,1,,1,,1,1,4,1,1,1,12,7,2,2,1,4,,1,2,AGE=63;SEX=M;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=96;PSCORE=95;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4466
